,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
KIF26B,0.7117998912452419,0.6222324723247232,0.5750551876379691,0.5350973906651963,0.4263820470717051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WFDC2,0.7054105492115279,0.647140221402214,0.5809418690213393,0.5396912899669236,0.4386973180076655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS7,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP1,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP2A1,0.6112017400761283,0.5176814268142634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTCH1,0.7154703643284394,0.625230627306273,0.5713760117733631,0.5205806688717382,0.3643951833607036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCN3B,0.7069059271343121,0.6388376383763837,0.5852342408633799,0.5371187063579563,0.43130815544608947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL12,0.7824904839586732,0.6607472324723247,0.5905077262693157,0.5472252848217567,0.5114942528735631,0.4783805031446543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IKZF2,0.6969820554649265,0.621540590405904,0.5739514348785872,0.5132304299889744,0.3797208538587887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GFRA3,0.6186786296900488,0.5264452644526443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A19,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP3R1,0.6396139206090266,0.5837177121771218,0.5004905567819502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKL2,0.6200380641653072,0.5098400984009835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASGRP1,0.6774061990212071,0.5998616236162362,0.5500367917586465,0.4196986402058024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EOMES,0.6389342033713974,0.5592712177121771,0.4905567819475114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPT4,0.6590538336052202,0.5484317343173432,0.45940642629384404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAI1,0.6465470364328438,0.5548892988929889,0.469094922737308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYTL5,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDFY4,0.6182707993474714,0.5246002460024607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL4A1,0.6570146818923327,0.5940959409594095,0.5727250429237184,0.46646453509739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL11A2,0.821642196846112,0.7919741697416974,0.7612214863870493,0.7135244395442852,0.6778872468527641,0.6194968553459118,0.583904109589041,0.5469011725293133,0.46268656716417916,0.4329268292682927,0.4099999999999999,0.0,0.0,0.0,0.0,0.0
C1QTNF6,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD24,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMOT,0.7191408374116367,0.6563653136531366,0.6306107431935246,0.5986769570011026,0.5662287903667214,0.5212264150943396,0.38127853881278545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRDL1,0.7513594344752582,0.6868081180811808,0.6254598969830758,0.5705622932745315,0.5175150519978106,0.48152515723270456,0.390125570776255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP2R2B,0.6441000543773789,0.5837177121771218,0.5160657346087828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTRL,0.8409461663947797,0.7393911439114391,0.673289183222958,0.601800808526277,0.5621237000547346,0.5153301886792453,0.4771689497716896,0.46482412060301503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM126A,0.6396139206090266,0.5837177121771218,0.5004905567819502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLK4,0.6396139206090266,0.5837177121771218,0.5004905567819502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFITM1,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC6A17,0.6417890157694398,0.5763376383763837,0.48393426539122175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIST1H4D,0.7661772702555736,0.6282287822878229,0.5603384841795438,0.5238882763689819,0.48768472906403937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRIN1,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR124,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGA2,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF9,0.6765905383360521,0.5984778597785978,0.5437821927888157,0.4200661521499427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALLD,0.7630505709624795,0.6602859778597786,0.5570272259013981,0.5064314590224183,0.48768472906403937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDM11,0.6905927134312125,0.6143911439114391,0.5724797645327446,0.5461227489893421,0.44690749863163665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM14,0.7199564980967916,0.6256918819188192,0.5353200883002207,0.4612274898934197,0.3534482758620716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICOS,0.6396139206090266,0.5837177121771218,0.5004905567819502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSU72,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATRX,0.757069059271343,0.647140221402214,0.5849889624724062,0.5374862183020946,0.5016420361247946,0.33942610062893014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC24A4,0.6182707993474714,0.5246002460024607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PELI2,0.6650353452963567,0.5468173431734317,0.47682119205298207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM108,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTLL6,0.7317835780315388,0.6713560885608856,0.6169977924944813,0.556229327453142,0.5229885057471263,0.3789308176100635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNK12,0.6302338227297444,0.5807195571955719,0.499141525631594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GFRA4,0.6646275149537791,0.6014760147601476,0.5344616139318129,0.42263873575890815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL9A2,0.6396139206090266,0.5837177121771218,0.5004905567819502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASD2,0.8073681348558999,0.7158671586715867,0.6615158204562178,0.6038221242190372,0.5689655172413793,0.5208333333333334,0.485730593607306,0.32244556113902934,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE1B,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDC3,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLLP,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAD52,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOCS1,0.6182707993474714,0.5246002460024607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL11B,0.6441000543773789,0.5837177121771218,0.5160657346087828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIDEB,0.7210440456769983,0.5648062730627306,0.5040470934510669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROM2,0.762642740619902,0.6515221402214022,0.5831493745401031,0.5262771040058799,0.4863163656267104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF4,0.7820826536160956,0.7693726937269373,0.7218543046357616,0.6876148474825433,0.6691297208538587,0.6226415094339622,0.5742009132420092,0.542713567839196,0.48258706467661694,0.44918699186991873,0.0,0.0,0.0,0.0,0.0,0.0
GSTA2,0.7054105492115279,0.647140221402214,0.5809418690213393,0.5396912899669236,0.4386973180076655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDLIM4,0.6182707993474714,0.5246002460024607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST7L,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTDP1,0.713295269168026,0.6365313653136531,0.572111846946284,0.5292171995589855,0.4909688013136287,0.3437499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC3,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMP5,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIDT1,0.6441000543773789,0.5837177121771218,0.5160657346087828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHL1,0.6219412724306688,0.5031519065190663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKNA,0.8469276780859162,0.7882841328413284,0.7347314201618838,0.6822859242925394,0.6428571428571428,0.5876572327044025,0.5371004566210046,0.5025125628140703,0.43781094527363185,0.4227642276422764,0.4099999999999999,0.0,0.0,0.0,0.0,0.0
TM6SF2,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE5A,0.6995649809679173,0.6462177121771218,0.5669610007358352,0.5060639470782797,0.4408866995073899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC19A1,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIVEP3,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPB6,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCR3,0.6430125067971724,0.5853321033210332,0.5177826833456002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGL3,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KATNAL1,0.8349646547036432,0.7412361623616236,0.6799116997792495,0.6242190371187063,0.585112205801861,0.5357704402515724,0.5091324200913242,0.47906197654941374,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QPCT,0.6761827079934747,0.592020295202952,0.5172921265636519,0.4321940463065007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF25,0.6182707993474714,0.5246002460024607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YIPF3,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLIT3,0.7052746057640021,0.647140221402214,0.5625459896983076,0.5080852627710398,0.4403393541324585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL19,0.7709352909189776,0.7301660516605166,0.6846946284032377,0.6335905916942302,0.6034482758620688,0.5518867924528302,0.4823059360730594,0.47236180904522607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST5,0.6430125067971724,0.5853321033210332,0.5177826833456002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYLPF,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACE2,0.6005981511691136,0.5659594095940962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRF1,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMA4,0.6731919521479064,0.6056273062730627,0.5174147657591369,0.45203969128996524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXB5,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC45A2,0.6783578031538879,0.6060885608856088,0.5582536178562671,0.4479970599044438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD81,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTN3,0.6112017400761283,0.5176814268142634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLPH,0.6920880913539966,0.5673431734317343,0.5275938189845475,0.45056964351341366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLP2R,0.7717509516041327,0.6854243542435424,0.6335540838852097,0.5644983461962512,0.532567049808429,0.5035377358490567,0.34160958904109473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNPO2,0.6112017400761283,0.5176814268142634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM12,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSTM5,0.6818923327895595,0.5880996309963099,0.5234240863379935,0.44478133039323636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPK8,0.7773246329526916,0.6496771217712177,0.5728476821192053,0.5360161705255421,0.5112205801860974,0.3624213836477987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYL4,0.6972539423599782,0.6213099630996309,0.5688005886681383,0.5189268651231163,0.42857142857143116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK9,0.7096247960848286,0.6208487084870848,0.5596026490066226,0.5040426313855199,0.4003831417624544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYT3,0.6783578031538879,0.6060885608856088,0.5582536178562671,0.4479970599044438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC38A5,0.6396139206090266,0.5837177121771218,0.5004905567819502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDH1L1,0.6396139206090266,0.5837177121771218,0.5004905567819502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNC45A,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR173,0.6430125067971724,0.5853321033210332,0.5177826833456002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUT7,0.6651712887438825,0.606549815498155,0.5542065244052002,0.4568173465637603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPRN,0.6112017400761283,0.5176814268142634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SREBF1,0.6839314845024469,0.5980166051660516,0.5266127054206527,0.4597574421168667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLANA,0.6182707993474714,0.5246002460024607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSH2D,0.7218597063621532,0.6203874538745388,0.5689232278636255,0.5211319367879453,0.398467432950195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPT,0.7074497009244154,0.6363007380073801,0.5724797645327446,0.5130466740169052,0.4488232074438979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAT3,0.6458673191952148,0.5468173431734317,0.48184939906794466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUB,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VSIG2,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCA3,0.6594616639477977,0.5550430504305043,0.4720382634289956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNJ11,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP53,0.6182707993474714,0.5246002460024607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AATK,0.687873844480696,0.5899446494464945,0.5257542310522446,0.4277839029768425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAP1L1,0.7243066884176182,0.6517527675276753,0.6129506990434143,0.575891216464535,0.5249042145593869,0.479559748427673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRWD3,0.5696030451332246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK10,0.6740076128330614,0.591789667896679,0.5338484179543783,0.43127526644615716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL17RE,0.8936922240348014,0.8191881918819188,0.782560706401766,0.7326350606394708,0.6995073891625615,0.6352201257861635,0.6021689497716894,0.5653266331658292,0.4962686567164179,0.4471544715447155,0.44999999999999996,0.4032258064516129,0.0,0.0,0.0,0.0
BDKRB2,0.5666122892876563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNL3L,0.6394779771615008,0.5500461254612546,0.5155751778268334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHLDB2,0.6638118542686242,0.5359778597785978,0.5029433406916854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSBPL5,0.7336867862969004,0.5934040590405903,0.5370370370370371,0.5154355016538037,0.4126984126984158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORN3,0.7812669929309407,0.7433118081180812,0.6875153298994359,0.6527012127894156,0.6201423097974821,0.5656446540880503,0.5348173515981736,0.49832495812395305,0.42412935323383083,0.41666666666666663,0.0,0.0,0.0,0.0,0.0,0.0
EFCAB4A,0.8360522022838498,0.764760147601476,0.7365710080941869,0.7019478133039325,0.6762452107279694,0.6312893081761005,0.5844748858447489,0.551926298157454,0.4925373134328358,0.44308943089430897,0.4099999999999999,0.4032258064516129,0.0,0.0,0.0,0.0
CENPM,0.6977977161500815,0.6014760147601476,0.5513858229090017,0.5124954061006982,0.4912424740010947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM39,0.6141924959216966,0.5303659286592866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMP17,0.6143284393692223,0.5222939729397293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPHB6,0.6144643828167482,0.5223708487084869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FMN1,0.6547036432843937,0.5546586715867159,0.5129997547216093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZC3HAV1L,0.7547580206634039,0.6388376383763837,0.5856021584498406,0.5404263138552002,0.5057471264367815,0.34355345911949614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESRRG,0.6144643828167482,0.5223708487084869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LENG9,0.6528004350190321,0.5470479704797048,0.5148393426539122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNPH,0.6786296900489396,0.5738007380073801,0.5349521707137601,0.49705990444689424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INADL,0.7815388798259923,0.702260147601476,0.659308314937454,0.6277104005880191,0.5894909688013135,0.532625786163522,0.5108447488584476,0.4773869346733668,0.43159203980099503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB12,0.6585100598151169,0.5419741697416974,0.49742457689477626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBTB22,0.707721587819467,0.6051660516605166,0.553102771645818,0.5205806688717383,0.5002736726874656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAL,0.7917346383904296,0.7071033210332103,0.6558744174638215,0.6210951855935317,0.5686918445539134,0.5031446540880503,0.4731735159817352,0.4589614740368509,0.4203980099502488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMILIN3,0.5666122892876563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QTNF4,0.5666122892876563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC35C2,0.617047308319739,0.5339022140221401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDCA2,0.5666122892876563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STK10,0.5666122892876563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNPEP,0.6144643828167482,0.5223708487084869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT3,0.7959488852637302,0.7232472324723247,0.6997792494481236,0.6550900404263139,0.62807881773399,0.5884433962264151,0.5439497716894978,0.4983249581239531,0.4390547263681592,0.42479674796747974,0.0,0.0,0.0,0.0,0.0,0.0
STRN4,0.6756389342033713,0.5583487084870848,0.5246504782928624,0.4742741639103267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCGB1A1,0.617047308319739,0.5339022140221401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSNK1G1,0.8130777596519847,0.7082564575645757,0.6217807211184695,0.579566335905917,0.5503557744937054,0.5180817610062893,0.48401826484018257,0.46733668341708545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDRG4,0.7521750951604133,0.6143911439114391,0.5506499877360804,0.5226019845644982,0.49480021893815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WNT1,0.6707449700924415,0.5705719557195572,0.5332352219769438,0.5031238515251744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTUB2,0.5666122892876563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MON1B,0.7111201740076127,0.5936346863468634,0.5409614912926171,0.5031238515251745,0.48193760262725777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTCH2,0.6975258292550298,0.6010147601476015,0.5440274711797891,0.5071664829106944,0.47947454844006565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCG3,0.6405655247417074,0.547739852398524,0.5066225165562915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCC8,0.6144643828167482,0.5223708487084869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LY86,0.7675367047308319,0.6480627306273062,0.5905077262693157,0.5466740169055494,0.5268199233716475,0.4913522012578617,0.3299086757990858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKX1-2,0.617047308319739,0.5339022140221401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
