,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
PRSS36,0.8350920245398773,0.740979381443299,0.694771911840082,0.6586117033878228,0.6272902603664416,0.5903771131339401,0.5334757834757834,0.5087319665907365,0.4674556213017752,0.4175438596491227,0.34043392504931014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPA9,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TK2,0.6968098159509203,0.616899852724595,0.5513411925508287,0.5146884624496565,0.47894567663130727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V1D,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBP,0.8725153374233129,0.8019145802650958,0.7555099948744234,0.7434257285003555,0.7362584378013501,0.7293021239705244,0.698005698005698,0.6981776765375852,0.6617357001972388,0.6809210526315789,0.6624260355029585,0.6307692307692307,0.6310763888888888,0.596846846846847,0.6037735849056604,0.4230769230769231,0.41666666666666663,0.0,0.0
NUPL2,0.5933742331288344,0.5382916053019146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTC32,0.7390184049079755,0.6794918998527246,0.6552195455322057,0.6432125088841509,0.6237544198007072,0.5968790637191156,0.5554131054131054,0.5110098709187549,0.44181459566074954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAUR,0.7795092024539878,0.7102356406480118,0.6322398769861609,0.572376214167259,0.5274831243972998,0.49653229302123963,0.3849002849002874,0.3570615034168565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPS8L1,0.683558282208589,0.5850515463917526,0.520331453955237,0.4400023691068478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEX13,0.6698159509202455,0.5734536082474226,0.5254570305826074,0.4731106372897423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPKAPK2,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB25,0.6701840490797546,0.626840942562592,0.562104903468307,0.5037905709547518,0.419157827065245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RECQL,0.698036809815951,0.5994108983799705,0.5556125064069708,0.5144515517649849,0.4339440694310482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FKBP1A,0.71079754601227,0.6126656848306333,0.5716726465060652,0.5318644870883689,0.4639987142397902,0.37852188990030505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPLAD1,0.6150920245398773,0.5154639175257724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAGLA,0.7541104294478528,0.663659793814433,0.584315735520246,0.533522861881071,0.5022500803600126,0.443324664065886,0.3871794871794886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMND5A,0.6614723926380368,0.533321060382916,0.4672817358619564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD23,0.6696932515337424,0.5861561119293078,0.5382709721510338,0.4874437337123905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALG1,0.7406134969325154,0.6467231222385862,0.5890996070391253,0.5517649846008056,0.5133397621343616,0.44917641959254395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYLK,0.6444171779141105,0.5474963181148748,0.4815479241414691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBTB1,0.7861349693251534,0.6991899852724595,0.6665812403895438,0.6499644633972995,0.6401478624236581,0.6237537928045079,0.5858974358974358,0.5656795747911921,0.5212031558185405,0.4904970760233916,0.4228796844181459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPG7,0.747239263803681,0.6828055964653903,0.6186570989236289,0.5732054015636106,0.5144648023143672,0.45968790637190876,0.37735042735043095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FXYD5,0.7312883435582822,0.6362297496318114,0.5686827268067658,0.5065150438284789,0.44101575056251446,0.38621586475942865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP1CA,0.6543558282208589,0.5421575846833578,0.4687339825730458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMB8,0.7388957055214724,0.6535346097201767,0.5820092260379293,0.5355366027007818,0.4983927997428472,0.39358474208929284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYSLTR1,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR45,0.6557055214723927,0.5874447717231223,0.5353664787288572,0.48341625207297145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELAC2,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBP1,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZSWIM3,0.663558282208589,0.571980854197349,0.5296429181616267,0.5036721156124137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAD,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS14,0.8374233128834356,0.7444771723122239,0.6893900563813429,0.6594408907841747,0.6245580199292832,0.59037711313394,0.5562678062678063,0.5542900531511009,0.47855029585798814,0.48940058479532145,0.4638067061143984,0.39294871794871816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YRDC,0.7631901840490798,0.6840942562592047,0.6506065265675722,0.625681118218432,0.6027000964320155,0.5667533593411356,0.5055555555555554,0.474183750949127,0.4176528599605521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAND1,0.7331288343558283,0.6413843888070692,0.5993507602938665,0.5666903577351341,0.5171970427515268,0.4769180754226264,0.41310541310541365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RABEP2,0.6428220858895706,0.5695876288659794,0.51289936784555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFITM1,0.8668711656441719,0.7962076583210603,0.7619169656586365,0.7356076759061835,0.7279009964641595,0.7050281751192026,0.6789173789173789,0.6674259681093393,0.6277120315581854,0.6546052631578947,0.6387573964497042,0.5916666666666667,0.6258680555555556,0.6103603603603605,0.5817610062893082,0.4957264957264957,0.3988095238095238,0.0,0.0
ELF3,0.7433128834355829,0.6614506627393225,0.6084059456688877,0.5395640843402038,0.5019286403085818,0.4682488079757256,0.35811965811966096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXW5,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCR3,0.6031901840490798,0.521416298478154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCND1,0.6065030674846627,0.507609229258714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZCCHC3,0.6611042944785277,0.5822901325478645,0.5420297283444387,0.5042643923240933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSK,0.6044171779141104,0.5073637702503683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCG5,0.7586503067484663,0.6642120765832106,0.6099436186570989,0.5758114190950014,0.5507875281260046,0.5190723883831815,0.4813390313390314,0.4307137433561129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQGAP1,0.725398773006135,0.6658689248895434,0.6372800273364088,0.6231935560293773,0.5983606557377047,0.5585175552665799,0.49159544159544144,0.43944570994684945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAG3,0.8146012269938651,0.7299337260677466,0.6706817016914403,0.6460554371002134,0.6324333011893282,0.607498916341569,0.5616809116809116,0.5356871678056189,0.5022189349112427,0.5105994152046782,0.45690335305719915,0.3955128205128208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYBA,0.6522699386503068,0.5491531664212076,0.46480437382539563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STARD7,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCA3,0.674601226993865,0.5773195876288659,0.52673842473945,0.47855958303719637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB12,0.6336196319018406,0.5460235640648011,0.49854775328891243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPCAL1,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT8L,0.789079754601227,0.6874079528718704,0.6163505894413122,0.5727315801942668,0.5220186435229829,0.488838318162115,0.4330484330484332,0.4238800303720582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TG,0.6877300613496933,0.6075110456553755,0.5558687852383393,0.5323383084577114,0.4958212793314039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBXA2R,0.8357055214723926,0.7634388807069219,0.7011788826242952,0.6533996683250415,0.6035036965605916,0.5630689206762028,0.5125356125356126,0.48481397114654523,0.2834812623274162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCLAF1,0.5933742331288344,0.5382916053019146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REEP2,0.7263803680981595,0.6653166421207658,0.6242098069366138,0.5998578535891972,0.5793956927033109,0.5457303857824013,0.4833333333333332,0.4512148823082769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFP,0.7575460122699387,0.6864874815905744,0.6317273193234239,0.6010424070125565,0.5686274509803921,0.5470307758994364,0.5103988603988605,0.5030372057706911,0.41839250493096625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSM10,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAFF,0.7328834355828221,0.678939617083947,0.6427473090722706,0.562307510068704,0.5025715204114429,0.4693324664065884,0.4484330484330487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DVL3,0.6390184049079755,0.5920471281296024,0.5709038100119601,0.496920161099267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCAP,0.8725153374233129,0.8019145802650958,0.7555099948744234,0.7434257285003555,0.7362584378013501,0.7293021239705244,0.698005698005698,0.6981776765375852,0.6617357001972388,0.6809210526315789,0.6624260355029585,0.6307692307692307,0.6310763888888888,0.596846846846847,0.6037735849056604,0.4230769230769231,0.41666666666666663,0.0,0.0
SNRPB,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARP4,0.7365644171779141,0.6551914580265096,0.5975568084742867,0.558872305140962,0.4953391192542587,0.4541612483745118,0.38888888888889034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMED6,0.7445398773006136,0.6791237113402062,0.6394156842644797,0.6150201374081974,0.5938604950176792,0.566536627654963,0.5257834757834758,0.5110098709187548,0.46351084812623294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BATF2,0.8290797546012271,0.7669366715758468,0.7311635058944131,0.7052831082681831,0.6902925104468016,0.6629822280017339,0.6267806267806267,0.6287015945330295,0.589250493096647,0.5690789473684209,0.5683431952662722,0.5224358974358975,0.5633680555555555,0.5045045045045045,0.4496855345911947,0.0,0.0,0.0,0.0
PNMT,0.5982822085889571,0.5260800196367206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELPLG,0.7534969325153374,0.6592415316642121,0.6081496668375193,0.5785358919687281,0.5433944069431049,0.5179887299523189,0.45384615384615395,0.43868640850417656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DZIP1L,0.7211042944785276,0.6154270986745214,0.5703912523492227,0.5370765221511491,0.4866602378656376,0.4051798872995219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANXA2,0.6557055214723927,0.5874447717231223,0.5353664787288572,0.48341625207297145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC37,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CKLF,0.6557055214723927,0.5874447717231223,0.5353664787288572,0.48341625207297145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STK25,0.6202453987730062,0.5741899852724595,0.514095335725271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRP72,0.6150920245398773,0.5154639175257724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPNT1,0.6261349693251534,0.5590942562592047,0.5109345634717257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LY6G6C,0.763558282208589,0.6892488954344624,0.6037929267042542,0.5657427149964465,0.526036644165863,0.5029258777633288,0.45113960113960105,0.43185269552012207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGBL2,0.698036809815951,0.6229749631811488,0.590295574918845,0.5633736081497278,0.5351976856316297,0.49068053749458146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAG,0.6976687116564417,0.6424889543446244,0.5879036391594055,0.5466714048803603,0.4983927997428472,0.38632423060251503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR55,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOP1,0.6192638036809817,0.5155866470299464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPOX,0.7667484662576688,0.7144698085419735,0.6759781308730566,0.6698649609097372,0.6525233044037287,0.6296055483311659,0.5933048433048431,0.5690964312832194,0.49383629191321504,0.47456140350877185,0.4238658777120316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFEMP1,0.712638036809816,0.5966494845360825,0.5527934392619169,0.5164652925846954,0.48457087753133954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYNLRB1,0.7360736196319019,0.6117452135493372,0.555527080129848,0.5266524520255864,0.4882674381227893,0.36920242739488685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM127,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDOC,0.6262576687116564,0.5351620029455081,0.4894925679138933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LY9,0.7953374233128835,0.7061855670103092,0.6519733470015376,0.6042407012556268,0.5699132111861138,0.5377113133940181,0.4921652421652422,0.4707668944570996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERC1,0.688957055214724,0.6207658321060383,0.5715872202289425,0.5202558635394459,0.4526679524268713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIST1H3D,0.7306748466257669,0.6380706921944035,0.5670596275414318,0.5292584695569772,0.4651237544197999,0.406046814044212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX6B2,0.7692024539877301,0.6689985272459499,0.5917478216299333,0.5361288794124616,0.5033751205400191,0.4431079323797134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JTB,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFI44,0.885276073619632,0.8179307805596465,0.7762685802152742,0.7527837005448947,0.7364191578270654,0.7141309059384483,0.6886039886039885,0.6784358390280941,0.6410256410256412,0.6655701754385964,0.6594674556213018,0.6108974358974358,0.6414930555555556,0.6306306306306307,0.6509433962264151,0.5512820512820512,0.5357142857142857,0.1764705882352941,0.0
ARL6IP4,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMMECR1,0.6336196319018406,0.5460235640648011,0.49854775328891243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPN10,0.6261349693251534,0.5590942562592047,0.5109345634717257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARVCF,0.7431901840490798,0.6570324005891016,0.594737741329233,0.5554371002132198,0.5171970427515266,0.4437581274382309,0.38803418803418943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPY,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGER4,0.7596319018404909,0.6769145802650958,0.6297625149495985,0.5868277659322437,0.5617164898746382,0.5364109232769831,0.47592592592592586,0.4584282460136678,0.41987179487179466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLCN6,0.7390184049079755,0.6794918998527246,0.6552195455322057,0.6432125088841509,0.6237544198007072,0.5968790637191156,0.5554131054131054,0.5110098709187549,0.44181459566074954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPK8IP2,0.8320245398773006,0.7678571428571428,0.721937467965146,0.7103766879886284,0.7009000321440052,0.6863892501083657,0.6601139601139601,0.6522399392558845,0.5981262327416174,0.5946637426900584,0.5726824457593688,0.5301282051282052,0.4887152777777778,0.4268018018018016,0.0,0.0,0.0,0.0,0.0
TTC28,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGM2,0.7222085889570553,0.6143225331369662,0.5690244319152572,0.5242833451788673,0.4842494374799095,0.4422410056350234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOAT1,0.5933742331288344,0.5382916053019146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR1D1,0.5982822085889571,0.5260800196367206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST6GALNAC6,0.6916564417177915,0.6189248895434463,0.5367332991628226,0.4824686093342801,0.40244294439086664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLF2,0.6104294478527608,0.5166298478154142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM161A,0.6479754601226995,0.5474963181148748,0.5032461985306692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NID1,0.7701840490797547,0.7002945508100147,0.658892875448488,0.6349206349206352,0.6105753776920604,0.5810576506285218,0.5471509971509972,0.5269552012148823,0.45734714003944776,0.42704678362573073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERN2,0.70159509202454,0.5946244477172312,0.5356227575602259,0.4822316986496119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSCL2,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTN2,0.7519018404907976,0.6454344624447718,0.5884161968221425,0.5517649846008057,0.5106075216972034,0.44245773732119553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMP17,0.6557055214723927,0.5874447717231223,0.5353664787288572,0.48341625207297145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRBF2,0.7948466257668713,0.7310382916053019,0.6941739279002221,0.6815920398009953,0.6698810671809708,0.6508452535760728,0.6209401709401708,0.5987091875474564,0.5463510848126233,0.5281432748538011,0.4914201183431952,0.4211538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADK,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIPA1,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSAD2,0.8787730061349693,0.830081001472754,0.7939518195797027,0.7840559109215828,0.7704918032786887,0.7618118768964022,0.7282051282051281,0.7353834472285496,0.6992110453648916,0.7262426900584794,0.7275147928994082,0.6916666666666667,0.7473958333333333,0.7072072072072072,0.6792452830188679,0.6794871794871795,0.6607142857142857,0.2647058823529412,0.0
SERTAD1,0.7305521472392639,0.6481958762886598,0.5950794464377243,0.5625444207533761,0.5300546448087431,0.5058517555266578,0.43319088319088356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMOD4,0.8538650306748466,0.7658321060382915,0.7063044592516657,0.6691542288557215,0.6505946640951463,0.6278716948417857,0.5910256410256409,0.5774487471526195,0.5419132149901381,0.5420321637426899,0.5328402366863906,0.48782051282051286,0.4887152777777779,0.4087837837837836,0.0,0.0,0.0,0.0,0.0
JOSD1,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOD,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNN2,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEUROG3,0.6867484662576687,0.6130338733431517,0.5534768494788997,0.5207296849087901,0.4003535840565669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNXB,0.7477300613496933,0.6443298969072165,0.5873910814966684,0.5445392087183133,0.5125361620057857,0.47637624620719543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACBD5,0.7715337423312884,0.6678939617083947,0.6101144712113447,0.5692963752665245,0.5241080038572806,0.46651495448634545,0.4327635327635329,0.38477600607441287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APBB2,0.6261349693251534,0.5590942562592047,0.5109345634717257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWSG1,0.665398773006135,0.5741899852724595,0.533743379463523,0.47713811892916447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAN2C1,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ULK3,0.5613496932515337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP1M1,0.6390184049079755,0.5920471281296024,0.5709038100119601,0.496920161099267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LFNG,0.7074846625766872,0.6472754050073638,0.6242098069366138,0.6096896470030801,0.5766634522661522,0.5258994364976156,0.4648148148148146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAP,0.8979141104294479,0.8385493372606775,0.7983085597129677,0.7879649372186688,0.7701703632272582,0.7622453402687472,0.739031339031339,0.7300683371298405,0.6947731755424065,0.7284356725146197,0.7245562130177515,0.7230769230769232,0.7109375,0.6734234234234235,0.6792452830188679,0.641025641025641,0.6428571428571428,0.20588235294117646,0.0
ADAM9,0.6279754601226994,0.5515463917525774,0.5170852554245692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
