	Relative Change
RPL37A	-0.034101236652079474
MLXIP	-0.03411586461857343
CCT7	-0.03413332949503613
SRRM1	-0.03413782507102685
RPS18	-0.034167304752306275
TIPIN	-0.03418970382851934
TPM1	-0.03419050830688751
AMMECR1	-0.034208741522988875
MEN1	-0.03422057890521715
NOC3L	-0.034230930134883784
POLR3K	-0.03423638724702447
PRELID1	-0.03423638724702447
RGL3	-0.03427351266875143
NUDT21	-0.03430305670174685
LAD1	-0.03431885347911544
MYO6	-0.03431885347911544
IQGAP1	-0.034331560189624126
BZW1	-0.034352850352391676
SLBP	-0.03435407683743649
FYCO1	-0.03435847870910172
FASTKD2	-0.0343718730462434
PGM3	-0.03437394800366959
CXADR	-0.034411230373576907
CNN3	-0.03441348449964176
TRIM32	-0.03443002198290177
PEX12	-0.03443921874011846
ZCCHC10	-0.03443921874011846
SPOP	-0.03444521632440703
TSPAN14	-0.03446291645837648
CKB	-0.03446349030055298
BTBD2	-0.034464135351559705
RHBDF1	-0.03448221581183951
SLC35E3	-0.03448222170051033
DVL2	-0.03448482158675331
STOML2	-0.034498336662615904
DAZAP1	-0.034498337342646866
RANBP2	-0.03451687045554731
ZCRB1	-0.03451838375625219
MCL1	-0.03453103568409041
DYRK3	-0.03453210499801757
RRAS2	-0.03453210499801757
HSPBAP1	-0.03453210499801757
RAB11A	-0.034536746658863984
FOXK2	-0.03455732191837075
CPSF1	-0.03455877611841804
EIF4E2	-0.03456001776598704
TMEM185B	-0.034585789065992745
CPSF4	-0.03461116712004221
MLF2	-0.03461407092218867
GEMIN4	-0.034618414240973006
LRRC40	-0.03462149570705322
DUS3L	-0.0346284854357796
GDI2	-0.03464733282409048
TRIM45	-0.0346508132681078
BOLA3	-0.034654455282879325
PTP4A2	-0.034655470370884775
TMF1	-0.03466341657671933
TPBG	-0.034665279261648
PRMT5	-0.03466815838731337
UBN1	-0.03468229891813126
HK1	-0.03468619235501428
LGALS8	-0.034698229980149896
WDR1	-0.03470488706568258
TNK1	-0.03471031497871108
PIGS	-0.03471152020529027
CUL4A	-0.03471152020529027
TRIO	-0.03474675182448732
TNKS1BP1	-0.03476004075494095
CTPS2	-0.034767300896694234
PYCR2	-0.03477118191375798
SNX11	-0.03478901550804385
PDXDC1	-0.03481009953341744
TBL3	-0.03481885472696067
SPCS1	-0.0348404404644721
COPB1	-0.03484827494876319
LRRC41	-0.034879314941097576
PLAA	-0.0348802182455957
RETSAT	-0.03488513148364844
AAAS	-0.03488549811024076
CYB561	-0.03490413750276461
ULK3	-0.03490760026107617
MRPL17	-0.03492970981070231
PSMB2	-0.03497161695277396
MANBA	-0.03499100165550541
SLC43A1	-0.03499743836493787
MRPL38	-0.03500513178079681
WBP4	-0.03500513178079681
HPCAL1	-0.03500513178079681
MAPKAPK2	-0.03500513178079681
RASSF7	-0.03500513178079681
SPG21	-0.035021251262357465
GAPVD1	-0.03503622957373722
DNASE1L1	-0.03505477088384747
UBE2E3	-0.03506856413692061
HERC1	-0.03507203253936292
COASY	-0.03508684916999568
KLHDC4	-0.03509240346379726
MIA3	-0.03511420272184118
SURF6	-0.03511420272184118
BTBD3	-0.03515965167212115
LSM2	-0.03517024585566266
CHD9	-0.03517190754940577
CAP1	-0.035180089569368515
HADHA	-0.03518617281459893
VARS	-0.03518715364183199
ATP8B1	-0.035188141884825386
SEH1L	-0.03519313502205615
JRK	-0.03519337706992101
TCP1	-0.03520198893178869
NKIRAS2	-0.03521409000836438
WWP2	-0.03521409000836438
SLC6A6	-0.03525206294973872
KLHL9	-0.03526046570019653
ACADM	-0.03526219495033957
RPL18A	-0.03526296487453975
SNRPB	-0.03527508243725014
CAMSAP1	-0.0352973017240014
ACAT1	-0.03530411733492388
CALM2	-0.03531322274326634
RAN	-0.0353152259602095
AKT2	-0.03532966637841027
RNF214	-0.03533031102394506
SUPT5H	-0.03533285755811881
TMEM143	-0.035342347893226836
GSPT1	-0.03534695714421716
BBS10	-0.03535877912010774
CLEC2D	-0.03536515751843406
CAPN1	-0.03537511408791964
ELOVL5	-0.035378234738802965
TES	-0.03540071500388708
SLC30A6	-0.03541244861703359
SLC7A6	-0.03544722023760674
ARF1	-0.035452374255090534
FANCM	-0.03546700894999178
ATP11B	-0.03548345130701737
MAPK11	-0.03548394073059325
RELA	-0.03549101960862396
TIRAP	-0.03549301178220319
RPS6KA3	-0.03550811293192926
POLG2	-0.035514660102424024
AP3B1	-0.035514660102424024
WDR26	-0.035514660102424024
NMB	-0.035514660102424024
KIF24	-0.0355210813036002
MAF1	-0.035544873868629444
CLSTN1	-0.03555033943412455
TRIM27	-0.03555552339072043
SMC5	-0.035562642814772734
ANKRD22	-0.03556345707724719
APBB2	-0.0355675671756222
CUL7	-0.035568846267463115
MRPS34	-0.03557178603923663
WDR7	-0.03560502608830632
TRABD	-0.03562112831992807
SUB1	-0.03562343434094046
USP5	-0.03562603157462964
CCDC97	-0.03564124855895912
TSPAN5	-0.03566325650243415
RHPN2	-0.03567191217179949
RRP9	-0.03567191217179949
PDSS1	-0.03567191217179949
STOX2	-0.03567191217179949
TTC32	-0.035678704371956776
TIGD2	-0.03568228921356616
NPR2	-0.03574666203692539
CCDC124	-0.035771751318620315
GPS1	-0.035771751318620315
STARD3	-0.03578517716839855
FKBP1A	-0.03579246292242258
CCL24	-0.03580131530472741
PDIA5	-0.035818594152730455
KPNB1	-0.0358278048472562
RPS19BP1	-0.03583027199354703
RPGR	-0.035848505034443715
TXNRD3	-0.03588374542917615
UAP1	-0.03589087531348247
TRIM68	-0.03589152446503476
PSMC4	-0.03590411653774384
KIF18A	-0.03591501968291447
IPO8	-0.03592225831177759
BCAS3	-0.03592485388145883
USP21	-0.035930814340058174
SF3B2	-0.03593313644908149
MAGED1	-0.03594136485079499
SNX8	-0.03596455583255385
PLEKHG6	-0.03597144846110366
TMBIM4	-0.03600083038853073
GNA11	-0.036022888849076284
ADIPOR2	-0.036029870096625026
ZCCHC14	-0.03605398258396889
NCKAP1	-0.036054305022393214
PPL	-0.036060608133335996
SGSH	-0.03607331187182446
PAWR	-0.03607850864887991
SDAD1	-0.03607955661302113
PLOD1	-0.036107657673028024
MDH2	-0.03614248035945247
SPRYD4	-0.03614716849310899
RXRA	-0.036150448587562556
SSR2	-0.036162809662108664
MANSC1	-0.036165246616503284
DARS2	-0.03617179752871686
COQ5	-0.03618004368798455
CRKL	-0.03622171730747375
BLMH	-0.03622579021109833
DAPK1	-0.036239889610054
CCDC130	-0.03624253042841785
CDC37	-0.036258406836113505
HMX1	-0.0362776272374478
CDC42SE1	-0.03628365657462324
DAP	-0.036288277801339086
CNN2	-0.03629957174564479
FTH1	-0.036299712952208386
PCBP1	-0.036306323135107295
AQR	-0.03632125816883595
FGFR1OP2	-0.03632882559521051
HEATR1	-0.036336387326652786
CHERP	-0.03633985633127746
PKP4	-0.036354352620467045
AAMP	-0.036369977169186454
YWHAE	-0.03637014409812212
GNAI3	-0.03637267567323111
PHF3	-0.03637267567323111
CDH1	-0.0363788645694885
ISG20L2	-0.0363841737956229
ALG2	-0.03638493218371318
GNE	-0.03639969931288518
RNH1	-0.036403087462655026
PPP1R8	-0.03642643029753716
LRRC8A	-0.036426450070582865
XRCC3	-0.036432874117869905
MRPL50	-0.03643730439556721
PGAM1	-0.03644416881638724
RANBP3	-0.03645200536513767
EXOSC3	-0.03646228948909204
APEX1	-0.03647091545090543
DECR1	-0.036474061288385894
TGFB1I1	-0.03648125996735286
MTMR6	-0.03648269368622419
RFXANK	-0.03648269368622419
TMEM134	-0.03648269368622419
BRMS1	-0.03648269368622419
MRPS25	-0.03648671751076344
CELSR3	-0.03648709751161983
AATF	-0.03649249950423589
TANC1	-0.03649873394223476
PPP2R1A	-0.03650723999888972
DDX24	-0.03650842956980833
ATP6V0A1	-0.036519061077267205
TSNAX	-0.03651979230132304
DYNLRB1	-0.0365329468752249
GBA	-0.03653584942575513
ARHGEF16	-0.03653584942575513
PPP4C	-0.03654841346263302
CD44	-0.03656592625813826
DNAJC1	-0.03656795778432323
MICALL2	-0.036579957255110235
ATXN10	-0.03658969215184864
WDR3	-0.03659873261882876
CAV1	-0.03660261558021877
RTN4	-0.03663213652870929
SIL1	-0.03664567998697292
PCGF1	-0.036663753925091705
PTGES3	-0.03666468557610357
CAB39	-0.036665523873950424
ABCB6	-0.03668420062946086
SNRPA	-0.0366904477978939
EIF4G1	-0.03671167171284939
MTHFD1L	-0.03671391773089774
ZADH2	-0.03671625751942921
CKAP4	-0.036736968771208564
ING4	-0.036741146289068355
FLII	-0.036757361160714375
PTPN23	-0.03677109368164277
PHKB	-0.036777033303547334
LMAN1	-0.036791315308600206
MAT2A	-0.036798225308787826
E2F4	-0.03680824383391625
LYPLA2	-0.03682770843761677
U2AF1L4	-0.03685489422977885
ATAD2	-0.03685562098425684
VLDLR	-0.036855713224243795
TMEM161B	-0.03686257393905145
OSBP	-0.03687530179761279
CACYBP	-0.03687789597570127
USP22	-0.03687887184946597
HOMER3	-0.03690566054387363
PGBD5	-0.03690638883937716
CLIC1	-0.03693240296140472
EI24	-0.03694691791585143
RAC1	-0.03696162233152041
COG8	-0.03698852073888251
CDC42EP5	-0.03698852073888251
USP16	-0.03699141790621888
GOLGB1	-0.036991683040963036
CIC	-0.0370033171236171
ATG4B	-0.037003835899448896
WASF2	-0.03700414773080091
MAPKAP1	-0.03701510623051855
PPP6C	-0.03701848311355949
ALMS1	-0.03701848311355949
SMARCAL1	-0.03702353306265595
RUVBL2	-0.03703451976592875
IMPAD1	-0.037035215610889155
JOSD1	-0.03704655247020738
SRP14	-0.03706457011152217
USP19	-0.03707300653736666
MYL6B	-0.03707830058123254
RBMS2	-0.037083343570015095
IMMT	-0.03712811736583908
TMSB4X	-0.037148268049279724
SCAP	-0.037156208219636354
TK2	-0.03718066695153094
ACAD9	-0.037204126427096
AP4E1	-0.0372226957181771
RBPMS	-0.037226761512449226
RALY	-0.03723115424855805
TRAF4	-0.037249128590613356
TMEM123	-0.037256283190259636
BANP	-0.03726255131014659
CHST3	-0.037264921382879214
LSM4	-0.03727186925051148
LRIG3	-0.03728233140559916
TTC30B	-0.037292068693202916
DOK1	-0.03731363252276887
TRAM2	-0.03731404319901559
MFSD9	-0.03732047067060844
ARHGEF11	-0.03732485030322711
STAG2	-0.037334789020389184
USP13	-0.03735620938175834
COX7B	-0.03735956543578866
MST1R	-0.0373864708445811
WDR55	-0.037428003258123003
MFHAS1	-0.037431302860379934
GRINA	-0.0374408808671689
ARMC6	-0.03744199154086348
SEC23B	-0.037465510732516444
VAV2	-0.037466990356292536
PLP2	-0.03746984952049208
XPOT	-0.03747991360435362
SEC14L2	-0.03749675765976661
CDC34	-0.037512157850142565
POM121	-0.03752967316137548
PHYHD1	-0.037530796432925013
GLUD1	-0.037531061471767664
ANP32B	-0.03754001211331502
PPM1D	-0.037550719657680365
SNX9	-0.03756173077176346
EIF2AK1	-0.037564706810985136
DBNL	-0.03756676764625178
STAMBP	-0.037591930004719845
TCF20	-0.037592449170041134
PASK	-0.037597145589911264
TSTA3	-0.03762595018767978
KLHL5	-0.03765061370563869
FBXO34	-0.03765428273301613
MANEA	-0.03765837915288044
AP1M1	-0.03766141456040274
ACVR1	-0.037667164071284745
FBXO46	-0.03767687856469748
KCTD5	-0.03769069385951041
MPG	-0.03770615834633974
RNF121	-0.03771116491173372
SIRT7	-0.03771611233757299
LAT	-0.03772451523333802
ARL6IP4	-0.03772544957052016
PRKAR1A	-0.037727333354434955
SPIN1	-0.03773554770757735
DIP2B	-0.037743735527380716
TOMM7	-0.037744918631126265
BCL2L13	-0.037769918629721955
PSMC3	-0.037773069348471695
PCSK6	-0.0377829823477998
KHSRP	-0.03778472062005712
SMARCE1	-0.03779381956158935
NDRG3	-0.03779867190674729
USP8	-0.03779885972604759
ADNP	-0.03780295446332314
WDFY1	-0.037845636685277746
DCTN4	-0.037857637167668226
JMJD4	-0.037868982122248596
KRAS	-0.03787785842764761
AKAP8	-0.03788254560156833
MARCKSL1	-0.037889767361420315
LONP1	-0.03789219173362579
NPTN	-0.037906856910553455
DDX5	-0.03791977874379955
ABCG2	-0.03793555710744993
ANAPC1	-0.03794180543233701
TNS3	-0.0379465911997941
FKBP11	-0.03795096735374425
SOS1	-0.037959695441888944
POLR2K	-0.037966141415832495
RPS15A	-0.03802182924733645
BBS12	-0.03803193742440984
FIBP	-0.03803360596268001
PATZ1	-0.03803693833253628
LETM1	-0.038037409461020855
PFN1	-0.03805251177893937
SLC2A6	-0.038057399242803616
ADAM10	-0.03805761814823444
DLST	-0.03806373714951429
IRF3	-0.038087272900093325
RHOA	-0.03809311017456759
MRPL11	-0.03811949325767467
TTK	-0.03813124004915789
DHX37	-0.03814101769799878
CASP9	-0.03817144184451199
NIPSNAP1	-0.03820792819275178
PTDSS2	-0.03821506512350516
PRPF8	-0.038215502092467726
FZD3	-0.038226889578669355
GNAO1	-0.03823011052164715
AP1B1	-0.03823050241016205
PJA2	-0.03824426540640828
ZFP91	-0.038248463737826754
CDC42EP4	-0.038260323578479964
NIF3L1	-0.03826271299062399
LAMB2	-0.03830802615830145
SLC1A4	-0.038317856226516574
TRPV2	-0.0383185771338672
ASNA1	-0.03831910004426874
CMTM3	-0.03835878251770976
VPS29	-0.038363438818003096
TIAL1	-0.038403308293376244
CSNK1D	-0.03840877206257355
PYGO2	-0.03841792783304269
KLC2	-0.03842976817088335
GBF1	-0.038434880011623616
KCNH3	-0.038438159911928504
TLE3	-0.038451002638970895
MRPL12	-0.03845173917111437
PLD3	-0.03847544160173924
CCNJ	-0.03849047170164747
TAF3	-0.03849456607554661
ESD	-0.038514068157719704
SBNO1	-0.038514511841871726
RPS2	-0.03852664168322016
EEA1	-0.03853741695351751
ATP6V0C	-0.038541176681099056
MSH6	-0.03854232519443682
MSI2	-0.03855415752380017
MDN1	-0.03856591677687899
RBM22	-0.03856806542015585
TRAF7	-0.038573233625615155
SLC30A9	-0.03857392769079463
MCFD2	-0.03859875980361319
BCORL1	-0.038619629063694615
HLTF	-0.038633012989642564
XPO6	-0.038637705129202386
CDC42	-0.03864045616029104
IFNGR1	-0.038648524496738536
SEC13	-0.03865347689980094
SLC39A7	-0.038668219572005835
NFIC	-0.03869380710191513
PDIA3	-0.038693821238135154
FBXL2	-0.03871683288743038
AIFM2	-0.038717791329474206
SNF8	-0.038733706207059924
UBAP2L	-0.03877085549682822
WDR24	-0.03878352480441184
CUL2	-0.03878939580557949
MYO1C	-0.03880034174911036
TNFAIP1	-0.03881171682782685
TUBA1A	-0.03882137685559157
CRLF3	-0.038826584797981054
FUBP3	-0.038826584797981054
CABIN1	-0.038826933743581
LIMK1	-0.03882767756816329
SUCLG1	-0.03883317113755061
MMD	-0.03885805257105865
BCR	-0.038881767195764055
RBMX2	-0.038884470671474054
AGPAT1	-0.03889131140756657
PRDX2	-0.03889555839688023
CEP152	-0.038899198332710806
RP9	-0.03890146863056425
CCHCR1	-0.038906949143768556
UPF2	-0.03891943153743729
MADD	-0.038925498836310635
PNPLA2	-0.03892693898796167
PAPSS1	-0.038932015863867867
AXL	-0.03893253991174311
RTKN	-0.03893684290060183
FPGS	-0.03894837881507628
RAPGEF1	-0.038952188680919354
MCM2	-0.038965254596489425
ARPC1B	-0.03899915672409833
DDX21	-0.038999280528976374
CTDP1	-0.03900492958435702
MRPS16	-0.03902757323024529
ACSL3	-0.0390302704934958
CHKA	-0.0390302704934958
DOT1L	-0.03904057792860345
ARFRP1	-0.039046324597552945
DNAJC7	-0.03905767611736121
RAB18	-0.03907731680744153
NBN	-0.03908174509721309
LRP5	-0.03908683015763497
TRIM26	-0.03909318198951952
AP2A2	-0.03909387233327172
ANP32E	-0.03909406640805256
CDYL	-0.039111381136212944
SFXN4	-0.03911846753178534
LSM12	-0.03912171292470362
ZCCHC3	-0.03913834636403262
UBTF	-0.03913953132182073
KPNA4	-0.03915120460512317
MGAT5	-0.03915120460512317
MLLT1	-0.03915120460512317
PGM1	-0.03915120460512317
WDR45	-0.0391763391839358
DLGAP4	-0.03918332713846994
MTCH1	-0.039207078420664045
PSMA7	-0.039212901303389676
MGAT4A	-0.03921765159172603
PFKP	-0.039221511092373054
GPBP1L1	-0.039225554715376684
RNF5	-0.03923059141329747
RABEP2	-0.039236060335396436
MMP13	-0.03923695729237419
CDR2L	-0.03925860292962089
MYL6	-0.03928068459195029
MDFIC	-0.03928193049678898
MAP3K3	-0.03928193049678898
RCC1	-0.039282702885588994
TJP2	-0.039289972054447383
ISCA1	-0.03929670486528479
CDC5L	-0.0393045823838352
WFS1	-0.03930810829095138
ZBTB33	-0.0393133730560026
RBM17	-0.03932370083094946
SLC46A1	-0.0393274261673787
PCBP4	-0.03933588680276339
WDR48	-0.03935607238852837
ACTB	-0.03935697353507177
UBE2J2	-0.03937730549447134
TXNDC12	-0.03939209596073851
ELF2	-0.03940074738195748
GRAMD1A	-0.039402238905799455
PCSK7	-0.03941752976072867
SLC25A12	-0.039419942879904905
SREBF2	-0.03943436121241731
SLCO3A1	-0.03944927036143271
SMARCA1	-0.039449666999689506
RAB12	-0.039455682490685554
GAK	-0.039457969674189144
NKTR	-0.039462607973885774
OTUD4	-0.03946977250197309
RAB32	-0.03947008070967102
MYO18A	-0.039501383382455894
GHDC	-0.039501831155779765
SBF1	-0.039507662581021556
ASXL1	-0.03952255109704534
NENF	-0.03955774529255797
DDX17	-0.03956766922611156
LAMB3	-0.03958509801725612
CBX3	-0.03958526940152441
HSP90AB1	-0.03959822449220396
ARHGEF18	-0.03961193686002803
TBPL1	-0.0396484103386533
TNNI1	-0.03964901547006812
CLN3	-0.03965545377559634
SLC20A2	-0.039656454781572696
PICALM	-0.039664731722081396
TDG	-0.03967312328432741
SPRED2	-0.03968478119677146
UBE2Q1	-0.03968820892239597
ERGIC3	-0.03969006140887372
MAP2K1	-0.03969744545840038
RBCK1	-0.039706716695154215
TRIM39	-0.03970860984127189
DHX30	-0.039710729898879985
ARFIP1	-0.03971471798904169
STIM1	-0.0397185866437775
CAST	-0.03972271869072471
CORO1C	-0.03973064095904532
SMG7	-0.03973198816404195
USF1	-0.03973436923502119
AMFR	-0.03973893163904714
ZXDC	-0.0397618218107699
UGT3A1	-0.03976206484807304
IGSF8	-0.03977908029889988
ZSCAN2	-0.03977915498969065
IGSF3	-0.03978339701382715
FURIN	-0.039909278302428255
NUTF2	-0.039931303443154924
FMN1	-0.03993913350522571
ASXL2	-0.03994102815109693
MCOLN3	-0.03994577817382446
CLDN4	-0.039967567497039565
RAI14	-0.03997043983669413
CD320	-0.03997530964781124
ARPC1A	-0.039977418604958674
TM4SF1	-0.03998799078901045
ARHGEF9	-0.039993232980633495
RANGAP1	-0.03999871789235257
NISCH	-0.040018781584325716
NT5DC1	-0.04003616484630009
LCOR	-0.04004389145471937
KLHDC3	-0.04004654405775558
CTNNA1	-0.040055939850337285
CLOCK	-0.04006399527769416
PCM1	-0.04007991606265187
L3MBTL2	-0.04007991606265187
BRF2	-0.04008849394453679
ATOX1	-0.04009317994892851
ELMO1	-0.04010084462690533
PYGB	-0.04010419318297113
DDX56	-0.04011453874604886
ETFA	-0.04011531198853245
SNPH	-0.04014595620277461
PARL	-0.04014598096468377
NAPG	-0.04016489803618072
TAF15	-0.04018489182765949
MCEE	-0.04020906217779994
TNRC6A	-0.04021415817469924
SETD1A	-0.040216459278275066
AP2A1	-0.04023081096986763
NOLC1	-0.04025958385012866
PRKAR1B	-0.04027702602599328
RNF4	-0.04028278032540971
TBC1D10B	-0.0402863707216028
BMPR1B	-0.0402987768739015
PTCH1	-0.04029966567211593
GDPD5	-0.0403074232286825
ATP13A1	-0.040322353027782566
ABHD3	-0.04035370032757003
CAPZA1	-0.04036800749240487
CAPZB	-0.04037270444693217
IFIT1	-0.04039882350576339
FBXW5	-0.04041230786646839
TOX3	-0.040433359715507544
BBS2	-0.04043872384631116
DPAGT1	-0.04044804178708446
UTP14A	-0.040452895062385544
INPPL1	-0.040461265897635025
HMGN2	-0.040480848705897375
BTF3	-0.04048166568342987
CTSA	-0.040492977810145145
NAGA	-0.04052817408762077
PUS3	-0.0405304911269688
RHBDF2	-0.04054910259555387
ABCC5	-0.04055975113949258
NRBF2	-0.04056376374829626
CHAC2	-0.0405688367034978
SMAD4	-0.040572618233243214
PPARG	-0.04059105260463158
ADCK5	-0.040594547067173935
CUL1	-0.04059776935717364
CSK	-0.04060581418144584
GOLGA4	-0.040613914101439524
VPS37B	-0.040614768225253686
ECE1	-0.0406310636741877
THOC6	-0.04064486120487437
RAB11FIP4	-0.04064542584127632
FBXL16	-0.04064758490354858
MRPL45	-0.040662542264550204
CD63	-0.04067816575433946
COX10	-0.04068120671109889
SDF4	-0.040682279467781975
CAMK2D	-0.04068582568090224
LRSAM1	-0.04068582568090224
L2HGDH	-0.04069424262718413
RPS3	-0.040712487676783864
SERF2	-0.040713969311314165
ZDHHC20	-0.0407221094596231
MECP2	-0.04072525620182241
CTSH	-0.04072525620182241
TRAF5	-0.04073151783325457
NFIA	-0.04073212981303654
DUSP22	-0.04074092578959726
BMI1	-0.040749968575927074
USP11	-0.04075251607586821
SP1	-0.04075694115057485
NPEPPS	-0.04075806282657241
CREM	-0.04076204665409921
PPP1CA	-0.04078755173427569
PRCC	-0.04080209981671758
CSNK1G2	-0.040806607587768044
RPS12	-0.040812710415548896
APC	-0.04081555939066942
HDGF	-0.040821435146639884
RPL35	-0.040825852741276474
TNPO2	-0.0408366411163723
B3GNT3	-0.04085117530762382
NSL1	-0.04085939088378722
RAD51AP1	-0.040878920193916354
SLC35D2	-0.04090907176676388
CHD1L	-0.04093145805865293
TEKT4	-0.040942378562270745
ZC3H14	-0.040945152781282156
ROCK2	-0.040945152781282156
PEX13	-0.040959033608967736
ATP6V1A	-0.04096038806989705
EIF4A2	-0.04097024378359033
UQCRC1	-0.04097229882835846
IDH3G	-0.04097657313518993
GOLGA3	-0.04098578130650906
SEMA6B	-0.040997246866096355
MORF4L2	-0.04101687282262777
GAPDH	-0.04102856205743071
MKKS	-0.041029190816936664
PRKCI	-0.041041447935618564
RAPGEF5	-0.04105087622587666
AKT1S1	-0.04105166337944229
PHB2	-0.041055693071888215
IPO7	-0.04105918926200684
NPL	-0.04109270627153825
UPF1	-0.04109773897554834
ATP2B1	-0.04110670547532632
IPO4	-0.041110602961799976
MYO5C	-0.0411153533049889
ALG3	-0.041115578138314145
SSH1	-0.04112185830477892
TMEM63B	-0.04114551932115482
BAIAP2L1	-0.04116472746819152
TBL1X	-0.041168761259436755
SLC25A16	-0.04122485166846784
SDHC	-0.041227098257341555
REPIN1	-0.041239712268604733
TSSC4	-0.04124698400095284
CDK9	-0.04125435215953553
CCDC92	-0.041262782738281975
CAD	-0.0412657246231934
NUAK1	-0.04126737888102865
TGFBR2	-0.04128715975184549
NPM1	-0.041322681269276657
ARFGAP1	-0.04132364685009952
PCCB	-0.04133357303547855
SQLE	-0.04134062491292988
PECR	-0.04135014027885483
CALML4	-0.04135014027885483
NEU1	-0.04135014027885483
TLN1	-0.041350279697411674
EHBP1	-0.041363204522871434
ARRB2	-0.04137111557809432
CPNE2	-0.04137542404788027
TCERG1	-0.041377341542160925
ZC3H11A	-0.04137836356227705
BAALC	-0.0413823418655742
CDS1	-0.0413900023212938
SLMAP	-0.04140373992832768
GIPC1	-0.0414167787252736
ITGA6	-0.04142103540949953
PEX14	-0.04148543755056169
TRA2A	-0.041502913355596256
GABPA	-0.041566488165765046
SND1	-0.04158570249387302
FECH	-0.04159539547973383
DGAT1	-0.04160149375220193
YARS	-0.04160567645337505
GFM1	-0.04160783545167045
GK5	-0.04161238594630877
FLOT1	-0.04161913955658636
ACACA	-0.041621731871048596
PSMC3IP	-0.04162650960458884
ERC1	-0.04163438204707235
IMP3	-0.041640402449371436
REEP4	-0.041640402449371436
COX11	-0.04164250916726493
LRRCC1	-0.041650647451475634
CASC3	-0.04165750061715052
PDCD7	-0.04166051588380689
HIBADH	-0.04166105528976392
FLNB	-0.0416664332501159
NUCB1	-0.04166921219398709
HUWE1	-0.041672295982644394
SLC7A1	-0.041674973553166884
OSMR	-0.04168489918355209
PAIP2B	-0.04168538900612945
GPD2	-0.0416966151178026
SH3BP4	-0.041700299827815514
EDEM2	-0.04171718848993485
USP15	-0.04175037233227617
RNF10	-0.041753019566034895
PGM2L1	-0.04175702885238451
TNFRSF1A	-0.041762164092956765
ST3GAL1	-0.04176621694488331
SPINT2	-0.041767972132836
GSK3B	-0.041769218934412954
MAST2	-0.04177492070678861
ST13	-0.04177696857623754
HEXIM1	-0.041781266622348795
EVPL	-0.041790024425338614
RNPS1	-0.04179206832428165
MOCS3	-0.041792540206321734
UPF3A	-0.041799372128202894
NUP188	-0.04179999390939363
PLAGL1	-0.041802230298269995
ANLN	-0.04180417453510016
IGFBP4	-0.04180782754026149
FUNDC2	-0.04181273489660923
PCOLCE	-0.041815872111540815
HOXB2	-0.041817011267123914
SMG5	-0.04181780399083893
CGN	-0.041820846196629874
SAR1A	-0.04184275968375297
UBQLN1	-0.0418487465750366
YBX1	-0.041851698993166576
LITAF	-0.04185787130647457
IL17RE	-0.04188072377013265
SAP18	-0.04188613441174266
ACAD11	-0.04189052877201953
SLC35C1	-0.04189499295592499
PTMA	-0.041905327070814756
BCAP31	-0.041932090074634484
MON1B	-0.04193633751762564
BET1L	-0.041938652681920055
ALDOC	-0.041940437106540614
NOL11	-0.04195397142473133
TLR5	-0.041954014496265526
NMD3	-0.04197368617445153
TFRC	-0.041985929161350945
ZFR	-0.04198815331393369
HMGCS1	-0.04198920247395871
IQCG	-0.04198978561547686
LMNA	-0.04200330292176018
OSBPL5	-0.04200875454937336
TPD52	-0.04203564168140451
NDUFB7	-0.04204813175603506
STAT3	-0.042050094827348734
EXT1	-0.04205809654270027
PTOV1	-0.042065573877772974
ARHGEF2	-0.04206940085434513
GPX4	-0.04207804208473437
ESCO1	-0.04208041960429087
BBS5	-0.042085901983137726
USF2	-0.042087979006525965
PSD3	-0.042097610710384155
AUP1	-0.04209874730561092
ZBTB3	-0.042098869394110755
TAL1	-0.04210893622120969
PKD2L2	-0.04210893622120969
PCYOX1L	-0.04211863534127596
SETD5	-0.04212003893034502
ITSN2	-0.042138699417652796
MAD2L2	-0.042142135704827714
NET1	-0.04216414687035771
TXNDC11	-0.042194150145941266
MRPL30	-0.04219664478390299
PSRC1	-0.04219664478390299
MT3	-0.042202116520554285
SFT2D3	-0.042211211739025124
SYTL3	-0.04221676308803758
TRIM28	-0.04222417147669264
HDAC9	-0.042234923631761005
YTHDF1	-0.04225853107772938
CMTM7	-0.04226040852531587
PPM1G	-0.04226499497013442
MMAA	-0.042265632132678956
GP1BB	-0.04226742054589537
RAI1	-0.04227946111396002
GRPEL2	-0.04228351058593817
CTNNB1	-0.042286401278865154
ASH1L	-0.04230555146200849
VPS25	-0.04232237159153348
PKN1	-0.04232247888637984
SPAG7	-0.042343863571048336
NBR1	-0.042343863571048336
EPS8L2	-0.042343863571048336
SYF2	-0.042348275386767595
VPS52	-0.04236707379766507
CPEB1	-0.04238098154515459
SCARB1	-0.04239830769170667
DNAJC18	-0.042418072265477044
FADD	-0.04246611651494989
PPFIBP2	-0.04248174062793617
EEF2	-0.04249001307278725
NCOA1	-0.04249300688724834
PLAGL2	-0.042501416586691064
AP1S1	-0.042501669384296226
ANKRD46	-0.042513258447288815
TXNL1	-0.04252743311558769
ARHGAP10	-0.04253014410316277
YPEL5	-0.04253014410316277
PSPC1	-0.04253772610790224
CCNC	-0.04253780657639216
OPTC	-0.0425467127017426
FANCL	-0.04256899258330099
ACOT7	-0.04257526275249056
SLC39A6	-0.042582975111343624
WNT7B	-0.042590917275562155
RAB22A	-0.04259210443151962
PRPF38B	-0.04259359397189357
FUBP1	-0.04260914001504824
